24.5402, 27.2043, 20.5151, 24.238
-23.9523, 4.49184, -19.0165, 3.69336
16.1299, 29.265, 16.709, 24.2986
-17.0751, 19.6264, -21.7256, 21.4628
-24.2794, -2.75196, -22.3729, 1.87028
-6.31821, -2.84577, -11.2502, -2.02377
13.6446, -0.721293, 16.5422, -4.79609
20.0249, -3.95128, 15.036, -3.61946
-2.49534, -11.9683, -0.853472, -16.691
-29.8077, 9.7213, -30, 4.89313
21.8393, -0.38891, 19.8188, 4.18464
5.39012, -9.79659, 6.40228, -4.90011
9.61856, -3.26479, 14.6035, -2.87701
5.88653, -3.40759, 1.20831, -1.64287
9.65139, -23.6501, 7.72497, -19.0361
9.1573, 7.84735, 13.3706, 10.5397
10.8244, 26.7012, 8.50053, 22.2741
-5.06037, -11.0042, -1.01726, -13.9458
4.08848, -14.4166, 6.38577, -9.97555
-4.27002, 6.95478, 0.551946, 5.63241
-20.5616, -6.1839, -22.883, -1.75548
-7.32795, -6.89524, -4.02726, -3.13952
-17.9136, -13.8594, -16.2426, -18.5719
-22.0034, -23.4217, -20.3847, -18.691
25.3224, 9.15887, 20.5073, 7.81175
0.196703, -11.1583, 5.17934, -11.5747
-18.5802, -25.1148, -22.3741, -28.3715
13.9377, -25.2701, 11.9937, -29.8767
23.6755, 17.9493, 23.506, 22.9464
18.857, 24.247, 22.2645, 20.5878
12.7007, -0.146733, 17.7004, -0.0908505
-9.67967, 9.80397, -9.23135, 4.82411
22.4518, -24.2037, 27.4515, -24.2656
-17.3073, 4.54638, -19.7879, 0.205116
-9.79192, -0.33519, -6.17045, -3.78265
25.1655, 10.1595, 25.196, 5.15963
23.3637, -19.9648, 20.9924, -15.5628
-1.85573, 3.30162, 1.35276, -0.533174
25.387, 25.2733, 28.8869, 21.7025
-6.42801, 18.9391, -2.95073, 22.532
-2.6779, -2.95852, 0.61469, -6.72134
28.7486, 14.6758, 24.0892, 16.4896
-29.2651, 9.53804, -24.5485, 11.1973
0.557263, -27.7074, 4.17461, -24.2556
-6.72809, 4.83637, -2.78173, 7.90659
26.7665, -29.1885, 22.7202, -30
17.5424, 10.1913, 12.5621, 10.635
-20.9106, -20.387, -19.6372, -15.5519
9.49707, -24.097, 8.2505, -19.2549
15.4263, -18.1689, 10.732, -19.8905
26.316, -5.3926, 30, -8.65287
-5.3367, 20.0645, -8.09528, 15.8943
-1.38842, -23.3098, -6.28469, -22.2967
-17.0524, 20.3993, -14.3344, 16.2026
19.1167, 20.0113, 24.1118, 19.791
-6.72433, 3.8312, -2.3345, 6.22483
-21.0739, -13.6258, -20.3822, -8.67389
5.70503, -9.04606, 7.41946, -4.34917
-2.10308, 7.33477, -5.92356, 4.10925
-14.5488, 1.84901, -12.037, -2.47433
11.1406, 12.5968, 6.7616, 10.1834
18.7686, 0.632187, 13.8413, -0.217511
-0.0895631, 13.4759, -4.66026, 15.5029
-17.3791, -1.17139, -13.0802, -3.72472
-23.6859, 10.8248, -28.0264, 8.3429
9.56502, -12.1627, 14.2187, -10.3342
27.9487, -7.12302, 23.5101, -4.82105
-17.3082, -6.4404, -20.8735, -9.94598
4.36116, -27.1881, 4.35749, -30
7.14905, -10.7814, 8.37219, -5.93332
15.7384, -26.1482, 16.7089, -21.2433
23.4169, 25.763, 24.2048, 20.8255
14.5779, 18.3944, 19.4911, 17.467
20.3835, -19.9199, 15.4636, -19.0284
-19.8895, 29.2249, -24.8841, 28.9934
-22.1181, 17.9565, -22.507, 22.9414
17.1589, 2.71608, 13.26, -0.414181
5.05704, 25.8981, 0.990099, 28.8067
5.27907, -16.5487, 0.645031, -14.6711
-13.8463, 22.4791, -11.9841, 27.1193
-6.58735, -19.5168, -11.5657, -19.9821
10.1437, -26.4757, 8.39628, -30
-14.1168, 13.9452, -17.9233, 17.1872
-27.9449, 18.2764, -28.9505, 13.3785
8.34433, -28.3078, 13.2468, -29.2903
7.72336, 23.3601, 4.26759, 26.9736
25.3312, 2.16066, 21.4806, -1.0288
21.4304, 6.18272, 16.66, 4.68508
3.76027, 27.0258, 0.957907, 22.8849
6.54756, 2.22307, 11.4864, 1.44352
-20.999, 19.0226, -25.7653, 17.5117
-27.9516, 23.4869, -25.0417, 27.5529
3.07521, -2.06064, 5.42548, -6.47383
-26.1653, 20.4371, -24.1548, 25.015
26.0916, 20.6575, 23.2451, 24.7682
-26.8741, -25.2726, -30, -24.2579
25.8002, -27.7476, 27.3073, -22.9802
16.8191, 13.1819, 21.7655, 12.452
-10.2438, -29.2976, -5.44695, -27.887
-18.2592, 17.1508, -19.1776, 22.0657
-13.1416, 26.7126, -9.72756, 30
-12.4998, -14.0703, -8.84357, -10.6597
-28.9933, 21.7287, -24.7055, 19.1569
-0.232679, 10.487, 4.43237, 12.2862
23.0843, 0.366684, 18.1978, -0.692658
19.7248, 7.41474, 20.723, 12.3141
-2.41784, -27.3461, -3.68049, -22.5082
0.399604, 24.2331, 4.71728, 26.7545
-17.2127, 9.35635, -13.0912, 12.187
-14.4754, -10.4248, -12.23, -14.8922
-9.81759, 12.486, -4.82803, 12.8089
-27.9321, -6.43433, -28.3523, -11.4166
-6.55764, -5.08118, -1.56434, -5.33987
-22.6657, 3.57325, -19.2783, 7.25096
-17.7983, 8.27023, -20.7228, 12.3257
20.9442, 5.96651, 24.3651, 9.61307
-15.1078, -9.85521, -14.5033, -14.8185
5.992, -16.3261, 5.48728, -11.3516
-28.5194, -20.7524, -30, -21.6844
12.5064, -13.967, 7.52218, -13.5704
-16.1595, 26.0673, -11.2208, 25.2871
27.2935, -21.3658, 26.7671, -16.3936
-28.9684, 25.0031, -30, 20.4735
1.88184, 17.9214, 5.98952, 15.0706
11.6015, -29.9102, 15.3334, -26.5826
-13.56, 16.8313, -17.0965, 13.2968
-10.104, -7.23681, -6.25971, -4.03969
